Quantiles,pre,µa,µsp,post,µa,µsp,1 mo,µa,µsp,6 mo,µa,µsp,12 mo,µa,µsp,total,µa,µsp,IVH,µa,µsp,PBI,µa,µsp,wl (nm),dis (cm)
Min_DR,9.72 E-1,7.61 E-2,1.18 E+1,9.71 E-1,6.43 E-2,9.53 E0,9.67 E-1,5.14 E-2,8.24 E0,9.72 E-1,6.90 E-2,1.02 E+1,9.63 E-1,5.99 E-2,1.20 E+1,9.63 E-1,5.99 E-2,1.20 E+1,9.72 E-1,2.81 E-2,1.68 E0,9.72 E-1,2.81 E-2,1.21 E0,814,1.5
Max_DR,9.96 E-1,2.28 E-1,4.86 E0,9.96 E-1,2.18 E-1,3.33 E0,9.97 E-1,2.78 E-1,3.73 E0,9.96 E-1,2.76 E-1,6.76 E0,9.96 E-1,2.78 E-1,6.71 E0,9.97 E-1,2.78 E-1,3.73 E0,9.97 E-1,2.68 E-1,1.96 E0,9.95 E-1,2.04 E-1,3.62 E0,827,1.5
99%_DR,9.94 E-1,nan,nan,9.94 E-1,nan,nan,9.94 E-1,nan,nan,9.95 E-1,nan,nan,9.95 E-1,nan,nan,9.95 E-1,nan,nan,9.94 E-1,nan,nan,9.95 E-1,nan,nan,827,1.5
95%_DR,9.93 E-1,nan,nan,9.93 E-1,nan,nan,9.93 E-1,nan,nan,9.94 E-1,nan,nan,9.94 E-1,nan,nan,9.93 E-1,nan,nan,9.93 E-1,nan,nan,9.93 E-1,nan,nan,827,1.5
5%_DR,9.85 E-1,nan,nan,9.86 E-1,nan,nan,9.87 E-1,nan,nan,9.88 E-1,nan,nan,9.88 E-1,nan,nan,9.86 E-1,nan,nan,9.80 E-1,nan,nan,9.85 E-1,nan,nan,827,1.5
1%_DR,9.81 E-1,nan,nan,9.84 E-1,nan,nan,9.84 E-1,nan,nan,9.86 E-1,nan,nan,9.84 E-1,nan,nan,9.83 E-1,nan,nan,9.77 E-1,nan,nan,9.84 E-1,nan,nan,827,1.5
Min_DR,9.77 E-1,8.72 E-2,1.14 E+1,9.76 E-1,7.48 E-2,9.25 E0,9.73 E-1,6.17 E-2,8.19 E0,9.77 E-1,8.09 E-2,9.75 E0,9.70 E-1,6.94 E-2,1.15 E+1,9.70 E-1,6.94 E-2,1.15 E+1,9.65 E-1,2.83 E-2,3.81 E0,9.73 E-1,2.88 E-2,1.15 E0,827,1.5
Max_DR,9.95 E-1,2.95 E-1,6.33 E0,9.96 E-1,3.02 E-1,3.73 E0,9.96 E-1,3.28 E-1,4.54 E0,9.96 E-1,2.84 E-1,3.68 E0,9.96 E-1,3.60 E-1,6.73 E0,9.96 E-1,3.28 E-1,4.54 E0,9.96 E-1,3.34 E-1,6.09 E0,9.93 E-1,2.15 E-1,4.59 E0,673,2.0
99%_DR,9.93 E-1,nan,nan,9.94 E-1,nan,nan,9.94 E-1,nan,nan,9.94 E-1,nan,nan,9.94 E-1,nan,nan,9.94 E-1,nan,nan,9.92 E-1,nan,nan,9.91 E-1,nan,nan,673,2.0
95%_DR,9.91 E-1,nan,nan,9.92 E-1,nan,nan,9.93 E-1,nan,nan,9.93 E-1,nan,nan,9.93 E-1,nan,nan,9.93 E-1,nan,nan,9.91 E-1,nan,nan,9.88 E-1,nan,nan,673,2.0
5%_DR,9.75 E-1,nan,nan,9.78 E-1,nan,nan,9.81 E-1,nan,nan,9.83 E-1,nan,nan,9.83 E-1,nan,nan,9.79 E-1,nan,nan,9.75 E-1,nan,nan,9.76 E-1,nan,nan,673,2.0
1%_DR,9.63 E-1,nan,nan,9.71 E-1,nan,nan,9.74 E-1,nan,nan,9.76 E-1,nan,nan,9.72 E-1,nan,nan,9.71 E-1,nan,nan,9.72 E-1,nan,nan,9.66 E-1,nan,nan,673,2.0
Min_DR,9.40 E-1,6.22 E-2,1.44 E+1,9.56 E-1,5.56 E-2,7.48 E0,9.70 E-1,8.64 E-2,8.80 E0,9.55 E-1,7.90 E-2,1.42 E+1,9.30 E-1,5.98 E-2,1.70 E+1,9.30 E-1,5.98 E-2,1.70 E+1,9.62 E-1,9.26 E-2,1.49 E+1,9.58 E-1,2.48 E-2,1.60 E0,673,2.0
Max_DR,9.93 E-1,2.44 E-1,7.00 E0,9.95 E-1,2.56 E-1,3.80 E0,9.96 E-1,2.92 E-1,4.45 E0,9.95 E-1,3.53 E-1,9.94 E0,9.95 E-1,3.26 E-1,6.38 E0,9.96 E-1,2.92 E-1,4.45 E0,9.94 E-1,2.86 E-1,6.48 E0,9.92 E-1,1.86 E-1,4.55 E0,686,2.0
99%_DR,9.91 E-1,nan,nan,9.92 E-1,nan,nan,9.93 E-1,nan,nan,9.93 E-1,nan,nan,9.93 E-1,nan,nan,9.93 E-1,nan,nan,9.91 E-1,nan,nan,9.88 E-1,nan,nan,686,2.0
95%_DR,9.89 E-1,nan,nan,9.91 E-1,nan,nan,9.91 E-1,nan,nan,9.92 E-1,nan,nan,9.92 E-1,nan,nan,9.91 E-1,nan,nan,9.89 E-1,nan,nan,9.86 E-1,nan,nan,686,2.0
5%_DR,9.72 E-1,nan,nan,9.75 E-1,nan,nan,9.78 E-1,nan,nan,9.81 E-1,nan,nan,9.80 E-1,nan,nan,9.76 E-1,nan,nan,9.71 E-1,nan,nan,9.71 E-1,nan,nan,686,2.0
1%_DR,9.59 E-1,nan,nan,9.67 E-1,nan,nan,9.70 E-1,nan,nan,9.72 E-1,nan,nan,9.68 E-1,nan,nan,9.67 E-1,nan,nan,9.68 E-1,nan,nan,9.61 E-1,nan,nan,686,2.0
Min_DR,9.35 E-1,5.72 E-2,1.39 E+1,9.51 E-1,4.66 E-2,6.87 E0,9.42 E-1,6.72 E-2,1.56 E+1,9.48 E-1,6.90 E-2,1.36 E+1,9.24 E-1,5.46 E-2,1.64 E+1,9.24 E-1,5.46 E-2,1.64 E+1,9.57 E-1,8.38 E-2,1.46 E+1,9.55 E-1,2.31 E-2,1.69 E0,686,2.0
Max_DR,9.92 E-1,2.37 E-1,7.91 E0,9.94 E-1,2.27 E-1,3.73 E0,9.95 E-1,2.70 E-1,4.20 E0,9.94 E-1,2.85 E-1,8.47 E0,9.94 E-1,2.81 E-1,6.26 E0,9.95 E-1,2.70 E-1,4.20 E0,9.94 E-1,2.61 E-1,6.21 E0,9.91 E-1,1.72 E-1,4.45 E0,701,2.0
99%_DR,9.90 E-1,nan,nan,9.92 E-1,nan,nan,9.92 E-1,nan,nan,9.92 E-1,nan,nan,9.92 E-1,nan,nan,9.92 E-1,nan,nan,9.90 E-1,nan,nan,9.87 E-1,nan,nan,701,2.0
95%_DR,9.88 E-1,nan,nan,9.90 E-1,nan,nan,9.90 E-1,nan,nan,9.91 E-1,nan,nan,9.90 E-1,nan,nan,9.90 E-1,nan,nan,9.87 E-1,nan,nan,9.85 E-1,nan,nan,701,2.0
5%_DR,9.70 E-1,nan,nan,9.73 E-1,nan,nan,9.75 E-1,nan,nan,9.79 E-1,nan,nan,9.78 E-1,nan,nan,9.74 E-1,nan,nan,9.68 E-1,nan,nan,9.68 E-1,nan,nan,701,2.0
1%_DR,9.58 E-1,nan,nan,9.64 E-1,nan,nan,9.66 E-1,nan,nan,9.68 E-1,nan,nan,9.66 E-1,nan,nan,9.65 E-1,nan,nan,9.65 E-1,nan,nan,9.59 E-1,nan,nan,701,2.0
Min_DR,9.35 E-1,5.47 E-2,1.32 E+1,9.49 E-1,4.37 E-2,6.60 E0,9.36 E-1,4.56 E-2,9.81 E0,9.45 E-1,6.27 E-2,1.28 E+1,9.23 E-1,5.19 E-2,1.55 E+1,9.23 E-1,5.19 E-2,1.55 E+1,9.53 E-1,7.72 E-2,1.42 E+1,9.52 E-1,2.08 E-2,1.69 E0,701,2.0
Max_DR,9.92 E-1,2.21 E-1,7.67 E0,9.94 E-1,2.08 E-1,3.67 E0,9.95 E-1,2.50 E-1,4.06 E0,9.93 E-1,2.53 E-1,7.93 E0,9.93 E-1,2.35 E-1,6.06 E0,9.95 E-1,2.50 E-1,4.06 E0,9.93 E-1,2.29 E-1,5.88 E0,9.91 E-1,1.67 E-1,4.29 E0,724,2.0
99%_DR,9.89 E-1,nan,nan,9.91 E-1,nan,nan,9.90 E-1,nan,nan,9.91 E-1,nan,nan,9.91 E-1,nan,nan,9.91 E-1,nan,nan,9.89 E-1,nan,nan,9.87 E-1,nan,nan,724,2.0
95%_DR,9.87 E-1,nan,nan,9.89 E-1,nan,nan,9.88 E-1,nan,nan,9.89 E-1,nan,nan,9.89 E-1,nan,nan,9.89 E-1,nan,nan,9.86 E-1,nan,nan,9.84 E-1,nan,nan,724,2.0
5%_DR,9.71 E-1,nan,nan,9.75 E-1,nan,nan,9.75 E-1,nan,nan,9.79 E-1,nan,nan,9.78 E-1,nan,nan,9.75 E-1,nan,nan,9.68 E-1,nan,nan,9.69 E-1,nan,nan,724,2.0
1%_DR,9.59 E-1,nan,nan,9.69 E-1,nan,nan,9.66 E-1,nan,nan,9.73 E-1,nan,nan,9.71 E-1,nan,nan,9.66 E-1,nan,nan,9.65 E-1,nan,nan,9.63 E-1,nan,nan,724,2.0
Min_DR,9.49 E-1,6.30 E-2,1.15 E+1,9.53 E-1,6.56 E-2,1.08 E+1,9.42 E-1,4.84 E-2,9.23 E0,9.61 E-1,8.61 E-2,1.33 E+1,9.33 E-1,5.77 E-2,1.49 E+1,9.33 E-1,5.77 E-2,1.49 E+1,9.54 E-1,7.65 E-2,1.36 E+1,9.51 E-1,1.96 E-2,1.57 E0,724,2.0
Max_DR,9.94 E-1,2.47 E-1,5.43 E0,9.95 E-1,2.46 E-1,3.53 E0,9.96 E-1,2.91 E-1,3.96 E0,9.95 E-1,3.06 E-1,7.52 E0,9.95 E-1,2.86 E-1,5.67 E0,9.96 E-1,2.91 E-1,3.96 E0,9.92 E-1,2.08 E-1,5.59 E0,9.93 E-1,2.01 E-1,4.06 E0,754,2.0
99%_DR,9.92 E-1,nan,nan,9.92 E-1,nan,nan,9.93 E-1,nan,nan,9.93 E-1,nan,nan,9.93 E-1,nan,nan,9.93 E-1,nan,nan,9.91 E-1,nan,nan,9.90 E-1,nan,nan,754,2.0
95%_DR,9.90 E-1,nan,nan,9.91 E-1,nan,nan,9.91 E-1,nan,nan,9.92 E-1,nan,nan,9.91 E-1,nan,nan,9.91 E-1,nan,nan,9.89 E-1,nan,nan,9.88 E-1,nan,nan,754,2.0
5%_DR,9.78 E-1,nan,nan,9.81 E-1,nan,nan,9.81 E-1,nan,nan,9.83 E-1,nan,nan,9.82 E-1,nan,nan,9.80 E-1,nan,nan,9.75 E-1,nan,nan,9.77 E-1,nan,nan,754,2.0
1%_DR,9.71 E-1,nan,nan,9.77 E-1,nan,nan,9.76 E-1,nan,nan,9.80 E-1,nan,nan,9.77 E-1,nan,nan,9.75 E-1,nan,nan,9.71 E-1,nan,nan,9.73 E-1,nan,nan,754,2.0
Min_DR,9.64 E-1,7.40 E-2,9.07 E0,9.64 E-1,8.00 E-2,1.03 E+1,9.56 E-1,6.31 E-2,9.19 E0,9.68 E-1,8.90 E-2,1.06 E+1,9.52 E-1,7.34 E-2,1.36 E+1,9.52 E-1,7.34 E-2,1.36 E+1,9.62 E-1,2.94 E-2,1.86 E0,9.58 E-1,2.43 E-2,1.32 E0,754,2.0
Max_DR,9.93 E-1,2.08 E-1,5.21 E0,9.94 E-1,2.09 E-1,3.58 E0,9.95 E-1,2.62 E-1,3.91 E0,9.93 E-1,2.62 E-1,7.24 E0,9.94 E-1,2.71 E-1,7.27 E0,9.95 E-1,2.62 E-1,3.91 E0,9.93 E-1,2.58 E-1,6.94 E0,9.90 E-1,1.46 E-1,4.27 E0,784,2.0
99%_DR,9.90 E-1,nan,nan,9.91 E-1,nan,nan,9.92 E-1,nan,nan,9.91 E-1,nan,nan,9.92 E-1,nan,nan,9.91 E-1,nan,nan,9.89 E-1,nan,nan,9.89 E-1,nan,nan,784,2.0
95%_DR,9.88 E-1,nan,nan,9.90 E-1,nan,nan,9.89 E-1,nan,nan,9.90 E-1,nan,nan,9.90 E-1,nan,nan,9.90 E-1,nan,nan,9.87 E-1,nan,nan,9.87 E-1,nan,nan,784,2.0
5%_DR,9.74 E-1,nan,nan,9.77 E-1,nan,nan,9.78 E-1,nan,nan,9.80 E-1,nan,nan,9.80 E-1,nan,nan,9.77 E-1,nan,nan,9.71 E-1,nan,nan,9.75 E-1,nan,nan,784,2.0
1%_DR,9.66 E-1,nan,nan,9.73 E-1,nan,nan,9.73 E-1,nan,nan,9.74 E-1,nan,nan,9.73 E-1,nan,nan,9.71 E-1,nan,nan,9.68 E-1,nan,nan,9.71 E-1,nan,nan,784,2.0
Min_DR,9.60 E-1,6.50 E-2,8.60 E0,9.58 E-1,6.91 E-2,1.00 E+1,9.50 E-1,5.44 E-2,8.75 E0,9.60 E-1,7.38 E-2,1.05 E+1,9.47 E-1,6.52 E-2,1.29 E+1,9.47 E-1,6.52 E-2,1.29 E+1,9.59 E-1,2.60 E-2,1.75 E0,9.56 E-1,2.22 E-2,1.32 E0,784,2.0
Max_DR,9.93 E-1,2.13 E-1,5.11 E0,9.94 E-1,2.05 E-1,3.38 E0,9.95 E-1,2.67 E-1,3.69 E0,9.94 E-1,2.63 E-1,6.78 E0,9.94 E-1,2.66 E-1,6.90 E0,9.95 E-1,2.67 E-1,3.69 E0,9.94 E-1,2.60 E-1,6.61 E0,9.93 E-1,1.93 E-1,3.75 E0,814,2.0
99%_DR,9.90 E-1,nan,nan,9.91 E-1,nan,nan,9.92 E-1,nan,nan,9.92 E-1,nan,nan,9.92 E-1,nan,nan,9.92 E-1,nan,nan,9.89 E-1,nan,nan,9.92 E-1,nan,nan,814,2.0
95%_DR,9.89 E-1,nan,nan,9.90 E-1,nan,nan,9.90 E-1,nan,nan,9.90 E-1,nan,nan,9.90 E-1,nan,nan,9.90 E-1,nan,nan,9.87 E-1,nan,nan,9.89 E-1,nan,nan,814,2.0
5%_DR,9.74 E-1,nan,nan,9.77 E-1,nan,nan,9.77 E-1,nan,nan,9.81 E-1,nan,nan,9.80 E-1,nan,nan,9.77 E-1,nan,nan,9.71 E-1,nan,nan,9.76 E-1,nan,nan,814,2.0
1%_DR,9.64 E-1,nan,nan,9.73 E-1,nan,nan,9.72 E-1,nan,nan,9.76 E-1,nan,nan,9.73 E-1,nan,nan,9.71 E-1,nan,nan,9.67 E-1,nan,nan,9.68 E-1,nan,nan,814,2.0
Min_DR,9.58 E-1,7.61 E-2,1.18 E+1,9.56 E-1,6.43 E-2,9.53 E0,9.49 E-1,5.14 E-2,8.24 E0,9.58 E-1,6.90 E-2,1.02 E+1,9.44 E-1,5.99 E-2,1.20 E+1,9.44 E-1,5.99 E-2,1.20 E+1,9.61 E-1,7.94 E-2,1.16 E+1,9.63 E-1,2.81 E-2,1.21 E0,814,2.0
Max_DR,9.94 E-1,2.28 E-1,4.86 E0,9.94 E-1,2.18 E-1,3.33 E0,9.96 E-1,2.78 E-1,3.73 E0,9.94 E-1,2.76 E-1,6.76 E0,9.94 E-1,2.78 E-1,6.71 E0,9.96 E-1,2.78 E-1,3.73 E0,9.96 E-1,2.68 E-1,1.96 E0,9.94 E-1,2.04 E-1,3.62 E0,827,2.0
99%_DR,9.91 E-1,nan,nan,9.92 E-1,nan,nan,9.92 E-1,nan,nan,9.93 E-1,nan,nan,9.92 E-1,nan,nan,9.92 E-1,nan,nan,9.91 E-1,nan,nan,9.92 E-1,nan,nan,827,2.0
95%_DR,9.90 E-1,nan,nan,9.91 E-1,nan,nan,9.91 E-1,nan,nan,9.91 E-1,nan,nan,9.91 E-1,nan,nan,9.91 E-1,nan,nan,9.90 E-1,nan,nan,9.90 E-1,nan,nan,827,2.0
5%_DR,9.78 E-1,nan,nan,9.80 E-1,nan,nan,9.80 E-1,nan,nan,9.82 E-1,nan,nan,9.82 E-1,nan,nan,9.80 E-1,nan,nan,9.70 E-1,nan,nan,9.78 E-1,nan,nan,827,2.0
1%_DR,9.71 E-1,nan,nan,9.76 E-1,nan,nan,9.76 E-1,nan,nan,9.78 E-1,nan,nan,9.76 E-1,nan,nan,9.76 E-1,nan,nan,9.65 E-1,nan,nan,9.76 E-1,nan,nan,827,2.0
Min_DR,9.65 E-1,8.72 E-2,1.14 E+1,9.64 E-1,7.48 E-2,9.25 E0,9.59 E-1,6.17 E-2,8.19 E0,9.66 E-1,8.09 E-2,9.75 E0,9.54 E-1,6.94 E-2,1.15 E+1,9.54 E-1,6.94 E-2,1.15 E+1,9.47 E-1,2.83 E-2,3.81 E0,9.64 E-1,2.88 E-2,1.15 E0,827,2.0
Max_DR,9.93 E-1,2.95 E-1,6.33 E0,9.95 E-1,3.02 E-1,3.73 E0,9.95 E-1,3.28 E-1,4.54 E0,9.95 E-1,2.84 E-1,3.68 E0,9.95 E-1,3.60 E-1,6.73 E0,9.95 E-1,3.28 E-1,4.54 E0,9.94 E-1,3.34 E-1,6.09 E0,9.91 E-1,2.15 E-1,4.59 E0,673,2.5
99%_DR,9.90 E-1,nan,nan,9.92 E-1,nan,nan,9.93 E-1,nan,nan,9.93 E-1,nan,nan,9.92 E-1,nan,nan,9.92 E-1,nan,nan,9.90 E-1,nan,nan,9.88 E-1,nan,nan,673,2.5
95%_DR,9.88 E-1,nan,nan,9.90 E-1,nan,nan,9.90 E-1,nan,nan,9.91 E-1,nan,nan,9.91 E-1,nan,nan,9.91 E-1,nan,nan,9.87 E-1,nan,nan,9.85 E-1,nan,nan,673,2.5
5%_DR,9.66 E-1,nan,nan,9.70 E-1,nan,nan,9.75 E-1,nan,nan,9.78 E-1,nan,nan,9.77 E-1,nan,nan,9.72 E-1,nan,nan,9.66 E-1,nan,nan,9.68 E-1,nan,nan,673,2.5
1%_DR,9.50 E-1,nan,nan,9.60 E-1,nan,nan,9.65 E-1,nan,nan,9.67 E-1,nan,nan,9.62 E-1,nan,nan,9.60 E-1,nan,nan,9.62 E-1,nan,nan,9.54 E-1,nan,nan,673,2.5
Min_DR,9.19 E-1,6.22 E-2,1.44 E+1,9.40 E-1,5.56 E-2,7.48 E0,9.60 E-1,8.64 E-2,8.80 E0,9.39 E-1,7.90 E-2,1.42 E+1,9.05 E-1,5.98 E-2,1.70 E+1,9.05 E-1,5.98 E-2,1.70 E+1,9.49 E-1,9.26 E-2,1.49 E+1,9.46 E-1,2.48 E-2,1.60 E0,673,2.5
Max_DR,9.91 E-1,2.44 E-1,7.00 E0,9.94 E-1,2.56 E-1,3.80 E0,9.94 E-1,2.92 E-1,4.45 E0,9.93 E-1,3.53 E-1,9.94 E0,9.94 E-1,3.26 E-1,6.38 E0,9.94 E-1,2.92 E-1,4.45 E0,9.93 E-1,2.86 E-1,6.48 E0,9.90 E-1,1.86 E-1,4.55 E0,686,2.5
99%_DR,9.88 E-1,nan,nan,9.90 E-1,nan,nan,9.91 E-1,nan,nan,9.91 E-1,nan,nan,9.91 E-1,nan,nan,9.91 E-1,nan,nan,9.89 E-1,nan,nan,9.84 E-1,nan,nan,686,2.5
95%_DR,9.86 E-1,nan,nan,9.88 E-1,nan,nan,9.88 E-1,nan,nan,9.89 E-1,nan,nan,9.89 E-1,nan,nan,9.88 E-1,nan,nan,9.85 E-1,nan,nan,9.81 E-1,nan,nan,686,2.5
5%_DR,9.62 E-1,nan,nan,9.67 E-1,nan,nan,9.70 E-1,nan,nan,9.74 E-1,nan,nan,9.73 E-1,nan,nan,9.67 E-1,nan,nan,9.60 E-1,nan,nan,9.61 E-1,nan,nan,686,2.5
1%_DR,9.45 E-1,nan,nan,9.55 E-1,nan,nan,9.60 E-1,nan,nan,9.63 E-1,nan,nan,9.57 E-1,nan,nan,9.56 E-1,nan,nan,9.56 E-1,nan,nan,9.47 E-1,nan,nan,686,2.5
Min_DR,9.13 E-1,5.72 E-2,1.39 E+1,9.32 E-1,4.66 E-2,6.87 E0,9.22 E-1,6.72 E-2,1.56 E+1,9.30 E-1,6.90 E-2,1.36 E+1,8.98 E-1,5.46 E-2,1.64 E+1,8.98 E-1,5.46 E-2,1.64 E+1,9.42 E-1,8.38 E-2,1.46 E+1,9.42 E-1,2.31 E-2,1.69 E0,686,2.5
Max_DR,9.90 E-1,2.37 E-1,7.91 E0,9.93 E-1,2.27 E-1,3.73 E0,9.94 E-1,2.70 E-1,4.20 E0,9.92 E-1,2.85 E-1,8.47 E0,9.93 E-1,2.81 E-1,6.26 E0,9.94 E-1,2.70 E-1,4.20 E0,9.92 E-1,2.61 E-1,6.21 E0,9.89 E-1,1.72 E-1,4.45 E0,701,2.5
99%_DR,9.87 E-1,nan,nan,9.89 E-1,nan,nan,9.90 E-1,nan,nan,9.89 E-1,nan,nan,9.89 E-1,nan,nan,9.89 E-1,nan,nan,9.87 E-1,nan,nan,9.83 E-1,nan,nan,701,2.5
95%_DR,9.84 E-1,nan,nan,9.87 E-1,nan,nan,9.86 E-1,nan,nan,9.87 E-1,nan,nan,9.87 E-1,nan,nan,9.87 E-1,nan,nan,9.83 E-1,nan,nan,9.80 E-1,nan,nan,701,2.5
5%_DR,9.59 E-1,nan,nan,9.64 E-1,nan,nan,9.67 E-1,nan,nan,9.71 E-1,nan,nan,9.71 E-1,nan,nan,9.65 E-1,nan,nan,9.56 E-1,nan,nan,9.57 E-1,nan,nan,701,2.5
1%_DR,9.42 E-1,nan,nan,9.51 E-1,nan,nan,9.54 E-1,nan,nan,9.57 E-1,nan,nan,9.54 E-1,nan,nan,9.53 E-1,nan,nan,9.52 E-1,nan,nan,9.45 E-1,nan,nan,701,2.5
Min_DR,9.11 E-1,5.47 E-2,1.32 E+1,9.29 E-1,4.37 E-2,6.60 E0,9.11 E-1,4.56 E-2,9.81 E0,9.25 E-1,6.27 E-2,1.28 E+1,8.96 E-1,5.19 E-2,1.55 E+1,8.96 E-1,5.19 E-2,1.55 E+1,9.37 E-1,7.72 E-2,1.42 E+1,9.37 E-1,2.08 E-2,1.69 E0,701,2.5
Max_DR,9.89 E-1,2.21 E-1,7.67 E0,9.92 E-1,2.08 E-1,3.67 E0,9.93 E-1,2.50 E-1,4.06 E0,9.90 E-1,2.53 E-1,7.93 E0,9.91 E-1,2.35 E-1,6.06 E0,9.93 E-1,2.50 E-1,4.06 E0,9.91 E-1,2.29 E-1,5.88 E0,9.88 E-1,1.67 E-1,4.29 E0,724,2.5
99%_DR,9.86 E-1,nan,nan,9.88 E-1,nan,nan,9.87 E-1,nan,nan,9.88 E-1,nan,nan,9.88 E-1,nan,nan,9.88 E-1,nan,nan,9.85 E-1,nan,nan,9.82 E-1,nan,nan,724,2.5
95%_DR,9.83 E-1,nan,nan,9.85 E-1,nan,nan,9.84 E-1,nan,nan,9.86 E-1,nan,nan,9.85 E-1,nan,nan,9.85 E-1,nan,nan,9.82 E-1,nan,nan,9.79 E-1,nan,nan,724,2.5
5%_DR,9.60 E-1,nan,nan,9.66 E-1,nan,nan,9.67 E-1,nan,nan,9.72 E-1,nan,nan,9.70 E-1,nan,nan,9.66 E-1,nan,nan,9.57 E-1,nan,nan,9.58 E-1,nan,nan,724,2.5
1%_DR,9.44 E-1,nan,nan,9.58 E-1,nan,nan,9.54 E-1,nan,nan,9.63 E-1,nan,nan,9.61 E-1,nan,nan,9.54 E-1,nan,nan,9.52 E-1,nan,nan,9.50 E-1,nan,nan,724,2.5
Min_DR,9.31 E-1,6.30 E-2,1.15 E+1,9.36 E-1,6.56 E-2,1.08 E+1,9.20 E-1,4.84 E-2,9.23 E0,9.47 E-1,8.61 E-2,1.33 E+1,9.10 E-1,5.77 E-2,1.49 E+1,9.10 E-1,5.77 E-2,1.49 E+1,9.38 E-1,7.65 E-2,1.36 E+1,9.36 E-1,1.96 E-2,1.57 E0,724,2.5
Max_DR,9.92 E-1,2.47 E-1,5.43 E0,9.94 E-1,2.46 E-1,3.53 E0,9.95 E-1,2.91 E-1,3.96 E0,9.93 E-1,3.06 E-1,7.52 E0,9.93 E-1,2.86 E-1,5.67 E0,9.95 E-1,2.91 E-1,3.96 E0,9.90 E-1,2.08 E-1,5.59 E0,9.91 E-1,2.01 E-1,4.06 E0,754,2.5
99%_DR,9.89 E-1,nan,nan,9.90 E-1,nan,nan,9.91 E-1,nan,nan,9.91 E-1,nan,nan,9.90 E-1,nan,nan,9.90 E-1,nan,nan,9.88 E-1,nan,nan,9.87 E-1,nan,nan,754,2.5
95%_DR,9.86 E-1,nan,nan,9.88 E-1,nan,nan,9.88 E-1,nan,nan,9.89 E-1,nan,nan,9.88 E-1,nan,nan,9.88 E-1,nan,nan,9.86 E-1,nan,nan,9.85 E-1,nan,nan,754,2.5
5%_DR,9.70 E-1,nan,nan,9.74 E-1,nan,nan,9.74 E-1,nan,nan,9.77 E-1,nan,nan,9.76 E-1,nan,nan,9.74 E-1,nan,nan,9.66 E-1,nan,nan,9.69 E-1,nan,nan,754,2.5
1%_DR,9.60 E-1,nan,nan,9.69 E-1,nan,nan,9.68 E-1,nan,nan,9.73 E-1,nan,nan,9.69 E-1,nan,nan,9.65 E-1,nan,nan,9.61 E-1,nan,nan,9.64 E-1,nan,nan,754,2.5
Min_DR,9.51 E-1,7.40 E-2,9.07 E0,9.51 E-1,8.00 E-2,1.03 E+1,9.40 E-1,6.31 E-2,9.19 E0,9.56 E-1,8.90 E-2,1.06 E+1,9.35 E-1,7.34 E-2,1.36 E+1,9.35 E-1,7.34 E-2,1.36 E+1,9.50 E-1,8.87 E-2,1.30 E+1,9.47 E-1,2.43 E-2,1.32 E0,754,2.5
Max_DR,9.90 E-1,2.08 E-1,5.21 E0,9.92 E-1,2.09 E-1,3.58 E0,9.94 E-1,2.62 E-1,3.91 E0,9.91 E-1,2.62 E-1,7.24 E0,9.92 E-1,2.71 E-1,7.27 E0,9.94 E-1,2.62 E-1,3.91 E0,9.91 E-1,2.58 E-1,6.94 E0,9.86 E-1,1.46 E-1,4.27 E0,784,2.5
99%_DR,9.87 E-1,nan,nan,9.88 E-1,nan,nan,9.89 E-1,nan,nan,9.89 E-1,nan,nan,9.89 E-1,nan,nan,9.88 E-1,nan,nan,9.86 E-1,nan,nan,9.85 E-1,nan,nan,784,2.5
95%_DR,9.84 E-1,nan,nan,9.86 E-1,nan,nan,9.86 E-1,nan,nan,9.87 E-1,nan,nan,9.86 E-1,nan,nan,9.86 E-1,nan,nan,9.82 E-1,nan,nan,9.83 E-1,nan,nan,784,2.5
5%_DR,9.65 E-1,nan,nan,9.70 E-1,nan,nan,9.70 E-1,nan,nan,9.74 E-1,nan,nan,9.73 E-1,nan,nan,9.70 E-1,nan,nan,9.60 E-1,nan,nan,9.66 E-1,nan,nan,784,2.5
1%_DR,9.53 E-1,nan,nan,9.63 E-1,nan,nan,9.63 E-1,nan,nan,9.65 E-1,nan,nan,9.64 E-1,nan,nan,9.61 E-1,nan,nan,9.56 E-1,nan,nan,9.60 E-1,nan,nan,784,2.5
Min_DR,9.45 E-1,6.50 E-2,8.60 E0,9.43 E-1,6.91 E-2,1.00 E+1,9.32 E-1,5.44 E-2,8.75 E0,9.46 E-1,7.38 E-2,1.05 E+1,9.28 E-1,6.52 E-2,1.29 E+1,9.28 E-1,6.52 E-2,1.29 E+1,9.46 E-1,2.60 E-2,1.75 E0,9.44 E-1,2.22 E-2,1.32 E0,784,2.5
Max_DR,9.91 E-1,2.13 E-1,5.11 E0,9.92 E-1,2.05 E-1,3.38 E0,9.94 E-1,2.67 E-1,3.69 E0,9.92 E-1,2.63 E-1,6.78 E0,9.92 E-1,2.66 E-1,6.90 E0,9.94 E-1,2.67 E-1,3.69 E0,9.92 E-1,2.60 E-1,6.61 E0,9.91 E-1,1.93 E-1,3.75 E0,814,2.5
